label,centroid
252,"[ 0.27960964  0.88758976 -0.61070944 -0.49955213 -0.42462255 -0.6059762
 -0.06202907 -0.54322952  0.51470527  0.0368709  -0.05984563  0.19938834
 -0.18309749 -0.1820163   0.77214093 -0.69400833 -0.67754885 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55436649  0.5873604 ]"
253,"[-1.44640794  0.80191836  1.38050156  1.02285465  0.31144414  0.28713693
 -0.23850614  0.50554579  0.75977988  0.2139095  -0.09355208  0.01559992
 -0.23824678 -0.1820163  -0.53267273  0.79250219  0.48339593 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55503228  0.58569293]"
254,"[ 0.83696173 -0.65145079  0.80695527  0.76389381  0.08877547 -0.6059762
 -0.29479187  0.13116585  0.58221293  0.76011256  0.12782986 -0.05469878
 -0.08607698 -0.1820163   0.43331218 -0.65406993 -0.59126635 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55653699  0.5865761 ]"
255,"[-1.36442384 -0.7303381  -1.20425182 -1.1540163  -1.15736639 -1.18127642
 -0.99256964 -0.9961926  -1.40272674 -0.99746213 -0.7995546  -0.79801908
 -0.61623427 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70100378]"
256,"[-1.25485476 -0.68393648 -0.60063344  0.12023031 -0.64842611 -0.89362631
  0.33361232 -0.3427804  -0.28893631  0.11091677  0.31517386  0.62108656
  0.28352335 -0.1820163   2.94449545 -0.75724168 -0.78129448  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79469214  0.58788816]"
257,"[ 0.78544028 -0.67691877 -0.529859   -0.34588969 -0.42283842  0.22769889
 -0.22317463 -0.56821427  0.51052168  0.04093829 -0.18483498  0.02762749
 -0.25501365 -0.1820163   0.14273654 -0.38266725 -0.51144679 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
258,"[ 0.34392646  0.55261111  0.23885885  0.69597868 -0.22513441  0.21841091
  0.14733089  0.17270222  0.26779147  0.05820771  0.14484123  0.43417564
 -0.01656376 -0.1820163  -0.55616306  0.77916078  0.53984026 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.56362153]"
259,"[-1.49044981 -1.13240241 -0.42205426  1.03256372 -0.7265169   1.53775164
  0.29888779 -0.20697138  0.64872434 -1.00723283 -0.80506436 -0.80564739
 -0.62164561 -0.1820163   1.34074437 -0.51800975 -0.73079428 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
260,"[ 0.34255654  0.77780483  0.15619733  1.41600985 -0.49704699  2.03912458
  0.42811108  0.45280479  0.81374317 -1.00017628 -0.80041281 -0.79920728
 -0.61920648 -0.1820163  -0.40312685  1.08926531 -0.1258484  -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
261,"[ 0.39778568  0.56856472 -0.38071614  0.0485194  -0.44727316 -0.89362631
  0.9867943   0.2941149   0.54134619  0.16504941  0.94829336  1.3200216
  0.40435184 -0.18155924  1.2369267  -0.74276706 -0.71872637  2.56374136
 -0.39803824 -0.40758223  0.50971957  0.5384978   0.57911566]"
262,"[-1.44516737 -0.72431638  0.1365606  -0.27401484  0.29291777 -0.60616645
 -0.18876779 -0.17263394  0.01692049  0.76453811  0.22279885  0.04639894
  0.10675985  1.24901899  0.24121489 -0.62813671 -0.22321363 -0.38810138
  2.51232137 -0.40758223 -1.95883224  0.55653699  0.58788816]"
263,"[ 0.3121279   0.93941534  1.1941405   0.01905041  1.00964878 -0.89362631
 -0.37032124  0.21125924  0.51181251  1.74387365  0.51319429 -0.12496467
  0.15592233 -0.18009673 -0.42438343 -0.5042843   0.31219991  2.56374136
  2.51232137 -0.40758223  0.50719591  0.55653699  0.58788816]"
264,"[-1.47906129 -1.00979954 -0.40277955  0.21367798 -0.52970753  1.30676005
  0.2251367  -0.25026306  0.50829798 -0.9917618  -0.79479039 -0.79142299
 -0.61517549 -0.1820163  -0.07716593  0.12380938 -0.39542993 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
265,"[ 0.17673218  1.00616216  0.74013929  0.13726457  0.47869108 -0.89362631
  0.33388541  0.94233349  0.66117842  1.24640535  1.40268016  0.57265239
  0.61676042 -0.1820163  -0.32566431 -0.53881242  0.16249007  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.54150161  0.58470915]"
266,"[ 0.59296311 -0.7814645   0.23305149  0.75984292 -0.24156985  0.35242656
  0.73908577  0.79849418  0.76120815  0.01520819  0.58463916  1.07762109
  0.13003248 -0.18165898 -0.55198577  0.88698844  0.51755549 -0.39005495
 -0.39803824 -0.40758223  0.50989168  0.55183614  0.57760101]"
267,"[-1.4617862  -0.50910958  0.32941481  0.24520249  0.05977533 -0.89362631
 -0.20702415 -0.04777779  0.54294461  0.77327552  0.22881737  0.03207222
 -0.01880718 -0.1820163   0.36700766 -0.71054386 -0.57952355  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
268,"[ 0.36250897  0.89941125 -0.29393388  0.25330682 -0.4547658  -0.6059762
  1.04770613  0.46943881  0.66215262  0.09423941  0.92485766  1.39363621
  0.34922032 -0.1820163   0.84643602 -0.68823033 -0.66506612 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55653699  0.56584173]"
269,"[ 0.5405005   0.26010346 -0.63449172  0.19838663 -0.69117772 -0.6059762
  0.3235245  -0.36525765 -0.59366949  0.05333172  0.27747849  0.61503816
  0.3946419  -0.1820163   3.14725032 -0.74448999 -0.78660889 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.555695   -1.70100378]"
270,"[ 0.56479987  0.12073527  2.72309645  0.28005079  1.89711642 -0.6059762
 -0.53477701  0.48105597  0.60665316  3.11678241  0.65856828 -0.31257834
  0.21246614 -0.18027467 -0.47443087 -0.17562264  0.44274466 -0.39005495
  2.51232137  2.45349264  0.50750296  0.55462756  0.58695961]"
271,"[ 0.10421884  0.0569383  -0.67492198 -0.53040327 -0.30893389 -1.18127642
 -0.99256964 -0.42195414 -0.88359612 -0.01362278  0.18776942  0.56893851
  0.51762484  4.41012479 -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575 -1.70100378]"
272,"[-0.7988169  -0.95238547 -0.41479417  0.89164762 -0.67563747  1.6870061
 34.60735294 17.67971758  0.61931523 -1.00903671 -0.80597648 -0.80691021
 -0.62217449 -0.14112957  0.71526163  0.26226113 -0.32606512 -0.39005495
 -0.39803824 -0.40758223  0.43995566  0.48929805  0.39169743]"
273,"[ 0.811743   -0.73751519 -0.30734955  0.65041038 -0.58950031  1.40612224
  0.01785579 -0.30277609  0.11792453 -0.97793984 -0.78794892 -0.78195093
 -0.60911967 -0.1820163   0.4323898  -0.22289349 -0.58763918 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55059603 -1.70100378]"
274,"[ 0.35418619  0.83627796  0.43546356 -0.29353781  0.59673229  0.20746058
 -0.22732924  0.02612482  0.5649356   1.08367003  0.48415429  0.05312717
  0.12387315 -0.1820163  -0.57480816  0.87215625  0.62758699 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
275,"[ 0.29645875  0.91309081 -0.64086495 -0.48479298 -0.46255047 -0.89362631
 -0.00855661 -0.532677    0.37024998 -0.0034635  -0.03249132  0.25758187
 -0.14138972 -0.18089281  1.23848679 -0.74350584 -0.72187983  2.56374136
 -0.39803824 -0.40758223  0.5085696   0.55653699  0.58788816]"
276,"[-1.49131918 -0.77200909 -0.25426198  0.14849344 -0.36488818  0.25707563
 -0.05748532 -0.29408909  0.03236157  0.14127403  0.03349726  0.2247993
 -0.03551259 -0.1820163   0.78917758 -0.54340906 -0.64639256 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.55154373]"
277,"[ 0.32779975  0.81672736 -0.46975703  0.9479698  -0.73948161  0.31160638
  1.24052315  0.32199627  0.56945367  0.04019581  1.01396394  1.61313594
  0.42987037 -0.17474209  2.5884928  -0.68415353 -0.77327836 -0.39005495
 -0.39803824 -0.40758223  0.49795614  0.51521176  0.57731103]"
278,"[-1.46162759 -0.90184111  0.02776265  0.51401875 -0.31119608 -0.6059762
  0.70980967  0.56560823  0.65405246  0.20480276  0.74840681  1.0250204
  0.25366779 -0.17965971  0.45246292 -0.60138526 -0.47637143 -0.39005495
  2.51232137 -0.40758223  0.50644181  0.55556813  0.56715715]"
279,"[ 0.7885011  -0.68842582 -0.24218822  0.09033672 -0.33824489  0.28564513
 -0.07600385 -0.30697023  0.19282704  0.16962881  0.03491265  0.20484775
 -0.06704081  1.24901899  0.50052421 -0.48436296 -0.36699716 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699  0.58788816]"
280,"[ 0.42346888  0.97416459 -0.62145054 -0.38313875 -0.50844147  1.13320293
  0.11142038 -0.47400066  0.570085   -1.00781833 -0.80559727 -0.80638521
 -0.62196257 -0.1820163  -0.5766827   1.98142726  0.63663986 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
281,"[ 0.3636373   0.82199559  1.32476832  1.34822007  0.11640396  1.19978022
 -0.21685376  0.49950895  0.77806247 -0.99932159 -0.80053319 -0.79937394
 -0.61931203 -0.1820163  -0.57814344  2.08156532  0.64369434 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58753357]"
282,"[ 0.19301124  0.31211402  0.08486797  0.21307628 -0.12758529  2.10578706
  0.07696979  0.3288396   0.57729453 -0.01362278  0.34357966  0.78465897
  0.04357022 -0.178497   -0.56745681  3.00666832  0.59552633 -0.39005495
 -0.39803824 -0.40758223  0.50443547  0.50806625  0.51611842]"
283,"[ 0.60573183  0.12165614  0.1469065  -0.23496652  0.27616372 -0.60613262
 -0.26947995 -0.25264428 -0.28729161  0.94011259  0.21103063 -0.03667113
  0.19528793  1.24901899  0.57507427 -0.66073986 -0.36426382 -0.38844875
  2.51232137 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
284,"[ 1.53926343e-01 -3.39533660e-03 -3.90611289e-01 -4.18352531e-01
 -1.48970497e-01  2.48094683e-01 -1.11887488e-01 -4.10199525e-01
 -9.69086090e-01  1.17632261e-01 -7.20296615e-02  5.61430750e-02
  2.36922400e-01  4.27415340e+00  1.06791825e+00 -5.91165442e-01
 -2.20114548e-01 -3.88929261e-01 -3.96929112e-01 -4.05401534e-01
 -1.95883224e+00 -1.79682575e+00 -1.70100378e+00]"
285,"[ 0.80885415 -0.6896231  -0.03988358 -0.3750332   0.13076788  0.42795573
 -0.39259224 -0.4217875   0.49884826  0.114664   -0.274204   -0.14061398
 -0.30622926 -0.1820163  -0.5699026   1.0957329   0.60389621 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
286,"[ 0.19215437  0.97815357 -0.46229813 -0.52600584 -0.2092647   0.12190539
  0.02740516 -0.31196886 -0.06628888  0.04999827  0.15513066  0.46944989
  0.07993613 -0.1820163  -0.20323979 -0.28116896 -0.41778794 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
287,"[-1.49774487 -1.00753537 -0.41124949 -0.72635434  0.045505    0.35101964
  0.18824365 -0.28264061 -0.09217939  0.09522223  0.20347867  0.49340149
  0.1246993  -0.1820163  -0.55783747  0.95076721  0.54767299 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
288,"[ 0.19928702  0.62911307 -0.67204686 -1.6089648   3.7136304  -1.17439753
 -0.98499277 -0.24131701 -2.07772913 -0.00827892  0.4983501   0.99343881
  4.17810977 -1.61200397 -0.73252479 -0.77228469 -0.84679287 -0.38861337
 -0.39590767 -0.39920427 -1.95702453 -1.79682575 -1.70100378]"
289,"[ 0.10382692  0.87000651  0.00771296 -1.05925421  1.5823388  -0.89362631
 -0.18777072 -0.29327614 -0.80004932  1.06854534  0.31852248 -0.0541474
  0.53453321 -0.1820163  -0.37982231 -0.52227359  0.2339507   2.56374136
 -0.39671715 -0.40758223  0.51050824 -1.79682575 -1.63970346]"
290,"[ 0.11482459  0.85279762 -0.52595088 -0.10040674 -0.51538338  1.93886395
  0.33282659 -0.29500185  0.17294861 -0.97827168 -0.78102012 -0.77235795
 -0.60530659 -0.1820163  -0.57486355  2.91553446  0.62785451 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.54271136 -1.70100378]"
291,"[ 0.72506699 -0.70991998 -0.40881946 -0.49674819 -0.16981459  0.14114244
 -0.04894274 -0.34635507 -0.04789977  0.10594557  0.0858473   0.33663515
  0.02366633 -0.1820163  -0.15001587 -0.29543488 -0.42808255 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699 -1.70100378]"
292,"[-1.46272919 -0.81178927 -0.28254842 -0.15836815 -0.24181225 -0.31832609
 -0.00979977 -0.30739231 -0.07871873  0.26651247  0.12160761  0.24825512
  0.06151161 -0.1820163   0.95739453 -0.64486859 -0.66326543 -0.39005495
 -0.39803824  2.45349264  0.51050824 -1.79682575  0.58788816]"
293,"[ 0.37732039  0.8342692   0.28962188  0.14217675  0.08596949 -0.31832609
  0.16310687  0.40950913  0.59694341  1.13788814  1.12108756  0.4479837
  0.47997985 -0.1820163   0.53928972 -0.60727133 -0.6091156  -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58584876]"
294,"[-1.45051441 -1.06172132 -0.05788249 -1.00413922  1.2507245   0.26333636
 -0.0093858  -0.16986041 -1.28206511  0.23856654  0.11785731  0.27448282
  0.7166315   4.13219061 -0.57857442  0.96265019  5.14617614 -0.39005495
 -0.3960876  -0.40758223 -1.95883224 -1.79682575 -1.70100378]"
295,"[-1.45469398 -1.01478243  0.35461419  0.43385946 -0.00767078 -0.31832609
  0.81515904  1.09192746  0.68313857  0.62788571  1.35803956  1.12286772
  0.58784509 -0.17949131  0.06697912 -0.34265639 -0.22734289 -0.39005495
 -0.39803824  2.45349264  0.50615122  0.49321315  0.58586885]"
296,"[-0.081235   -0.09454463  1.53017422  0.1418952   1.15952123 -0.89362631
  0.81452636  2.82229226  0.61489648  2.36522912  3.71136384  1.1108028
  1.96377299 -0.1820163  -0.25902632 -0.54006377  0.15708329  2.56374136
 -0.38836927  2.44715582  0.51050824  0.36889345  0.58281864]"
297,"[ 0.34719025  0.99519716 -0.42176756 -0.10305262 -0.41130041  0.30831396
  0.00873936 -0.3570071   0.01782972  0.10319898  0.0729391   0.29812208
 -0.01101455 -0.1820163   0.76061643 -0.54254529 -0.65475589 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
298,"[-0.00606857  0.85228703 -0.59149767 -1.03152703  0.21410956  0.23277085
  0.49299236 -0.26120393 -0.78775244  0.01222     0.38179451  0.8037728
  0.63519387 -0.1820163  -0.52887742  0.72933897  0.46379495 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.70100378]"
299,"[ 0.84721464 -0.73115827  2.00697148  1.20934958  0.54044311  0.31479441
 -0.46408903  0.33937976  0.72214901  0.16496915 -0.3269955  -0.23223675
 -0.36107595 -0.1820163  -0.5768277   1.01190503  0.63734012 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
300,"[ 0.80779282 -0.6800958  -0.07587969 -0.33930136  0.14705354 -0.89362631
 -0.08441225 -0.24279862 -0.18841296  0.3955868   0.12680306  0.15658125
  0.09654607 -0.1820163   0.13435854 -0.63000827 -0.23154702  2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58254185]"
301,"[ 0.689503   -0.76089494 -0.02255761  1.04635896 -0.49563664  0.42292053
  1.07532223  0.89456872  0.78188735  0.00444828  0.8515515   1.45852141
  0.26796928 -0.18093382  0.56588747 -0.4811664  -0.62017443 -0.39005495
 -0.39803824 -0.40758223  0.50864036  0.54051561  0.56942005]"
302,"[-1.49200058 -1.03472468  0.27147816 -1.16362229  2.73730083 -0.89362631
 -0.38290757 -0.32462342 -1.12264511  1.32888819  0.19470117 -0.21091598
  0.67149144 -0.1820163  -0.48709807 -0.47050365  0.4576372   2.56374136
 -0.39803824 -0.40758223  0.51050824 -1.79682575 -1.64964599]"
303,"[ 0.80126787 -0.75597464 -0.49125331 -0.27918262 -0.41057962 -0.89362631
 -0.03235102 -0.44404893  0.42937967  0.10592448  0.01054648  0.23188096
 -0.12753036 -0.18120689  1.17239419 -0.74253833 -0.7176903   2.56374136
 -0.39803824 -0.40758223  0.50911156  0.55653699  0.58788816]"
304,"[-1.46968916 -0.96792996  0.7746222  -0.21447155  0.85395111 -0.31832609
 -0.31574077  0.06141287  0.50323798  1.42457873  0.46046308 -0.0725653
  0.12551456 -0.1820163  -0.46114907  0.07537752  0.374076   -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58788816]"
305,"[-0.22028577  0.12092143 -0.56466019 -1.2642123   0.94984171 -0.45557092
  6.52064423  2.78602362 -1.34635528  0.0904728   5.43984672  7.22142523
  8.88825897  0.66444575 -0.37300777 -0.05542018  1.05960792  0.41113817
  0.42941694  0.29366161 -0.47400006 -0.57400001 -0.75103883]"
306,"[ 0.61582797  1.32552726 -1.20327028 -0.42088935 -1.15415572 -1.18127642
 -0.99256964 -0.99746692  0.5833915  -0.99563777 -0.80174562 -0.80105256
 -0.61978007 -0.1820163  -0.73312822 -0.7724533  -0.84702054 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
307,"[ 0.02640936  0.97755842 -0.57541734 -0.88701911 -0.055602    0.24122134
  0.30897401 -0.33266578 -0.23754718 -0.01337386  0.23216387  0.63018915
  0.1807458  -0.1820163  -0.55503772  0.82664769  0.54414684 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
308,"[-0.1055345  -0.28407855  0.01613614 -1.36820359  3.55836931 -0.31887557
 -0.62941732 -0.58098738 -1.60704805  0.87626016 -0.20476603 -0.38436231
  0.47482322  2.68005427 -0.57813157  0.26187895  3.62495214 -0.38723375
 -0.39803824  2.45349264 -1.95883224 -1.79682575  0.58788816]"
309,"[ 7.81728543e-01  8.61126089e-01 -1.39364727e-01  6.17603321e-01
 -4.55411307e-01  9.26026355e-02  7.51806172e+01  6.75173496e+01
  8.41761674e-01 -1.36227771e-02  5.89946591e+01  8.19875230e+01
  3.08251695e+01 -1.82016297e-01  1.94194553e-01 -5.17447020e-01
 -5.98221168e-01  3.19159547e-02  1.77274162e-02  1.14275009e-03
  5.10508241e-01  5.56536986e-01  5.87888163e-01]"
310,"[ 0.2104136  -0.08857194  1.86689832 -0.455364    2.61057594 -0.88282476
 -0.53946768  0.0771364  -0.06152977  3.18064021  0.62053233 -0.3329445
  0.41776023 -0.1820163  -0.45404822 -0.46528909  0.42411214  2.50828233
 -0.39803824  2.45349264  0.51050824 -1.79490463  0.58228271]"
311,"[-0.05624355 -0.24371183  1.19911065 -0.34646827  1.73646747 -0.59924492
  0.56471495  1.91784009 -0.23847868  2.01602778  2.74470917  0.8936372
  2.22958265  1.24901899 -0.37965573 -0.24397585  1.41021412 -0.39005495
  2.4623776   1.58311885 -1.95497992  0.55286559  0.56646328]"
312,"[ 0.64418455 -0.02016822  1.91610784  0.24316332  1.30639425 -0.89362631
 -0.4668376   0.29235473  0.68788408  2.30653505  0.51316507 -0.25537424
  0.1078286  -0.1820163  -0.45127042 -0.48767074  0.38346196  2.56374136
 -0.39803824 -0.40758223  0.51050824  0.55653699  0.58788816]"
313,"[ 0.73737152 -0.65810091  1.24553319  1.33929504  0.08146479  0.25802559
  0.7494803   2.32575435  0.74088395  0.252514    0.86040638  1.07885223
  0.28469616 -0.1752908   0.14004019 -0.33076644 -0.45891656 -0.38542759
 -0.39651847 -0.40758223  0.49890299  0.50615167  0.49704963]"
314,"[ 0.14085166  0.16251101  0.61407352  0.15261878  0.37894123 -0.89362631
  0.56839493  1.22153946  0.60589547  1.35216386  1.97362308  0.86015892
  0.97235866 -0.1820163   0.14048503 -0.62987221 -0.23095916  2.56374136
 -0.39803824  2.45349264  0.51050824  0.53397629  0.58651675]"
315,"[ 0.49505101  0.27583869 -0.42740066  1.00035003 -0.72443477  1.94970018
  0.17985584 -0.2817061   0.18680121 -1.00733174 -0.80539702 -0.80610796
 -0.62177015  1.25432971  1.14560707 -0.39992051 -0.55370138 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.54780341  0.58658135]"
316,"[ 0.4167651   0.88069194  0.47255589 -0.24004583  0.57288432 -0.6059762
 -0.3905892  -0.21192139  0.4843065   0.85953632  0.04532084 -0.16866661
 -0.11602082 -0.1820163  -0.51629786 -0.1748968   0.44393426 -0.39005495
  2.51232137 -0.40758223  0.51050824  0.55505221  0.58788816]"
317,"[ 7.72070738e-01 -7.20022881e-01 -4.32454330e-01 -1.63218719e-01
 -3.87485471e-01  3.11893361e-01 -6.41615431e-02 -4.11911890e-01
 -1.29779556e-03  1.20827600e-01  2.07822444e-02  2.18596200e-01
 -4.23487445e-02 -1.82016297e-01  7.25089328e-01 -5.38113432e-01
 -6.49416497e-01 -3.90054946e-01 -3.98038243e-01 -4.07582232e-01
  5.10508241e-01 -1.79682575e+00  5.87888163e-01]"
318,"[-1.45523495 -0.94019904  2.14329405  1.41742099  0.48541971  1.262435
 -0.3943207   0.53023344  0.73594538 -1.00307614 -0.80303288 -0.80283478
 -0.62062654 -0.1820163  -0.57384964  2.10951718  0.62295798 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.48830208  0.50781662]"
319,"[-0.13411232 -0.84673142 -0.65009274  0.91502743 -0.82859979  1.30274433
  0.22054409 -0.43158879 -0.16228245 -0.99209598 -0.79883766 -0.79702647
 -0.61751652 -0.1820163   3.09570623 -0.6474797  -0.78537609 -0.39005495
 -0.39803824 -0.40758223  0.51050824  0.5551559  -1.70100378]"
320,"[-1.47617248 -0.87093219 -0.54834522 -0.28828637 -0.45897904 -0.89362631
  0.09510458 -0.40617796  0.3929682   0.02326838  0.06911209  0.3691977
 -0.08316825 -0.18108584  1.25707848 -0.74360353 -0.72229964  2.56374136
 -0.39803824 -0.40758223  0.50890269  0.55653699  0.58788816]"
321,"[-0.12258127  0.0288285  -0.10556378  0.58421258 -0.39653314  1.5733869
  6.54364926  4.06204159  0.51008093 -0.99786797 -0.79334014 -0.78941511
 -0.61228545 -0.08768438 -0.55689787  2.31553628  0.62431544 -0.39005495
 -0.39803824 -0.40758223  0.37890244  0.39810583  0.38243363]"
322,"[-1.4810891  -1.00517067  0.95183704  0.04911558  0.71278411  0.10717365
 -0.22859083  0.31426022  0.67034201  1.25606129  0.57051201  0.04749351
  0.14506638 -0.18119054 -0.50615799  0.5566564   0.43537861 -0.39005495
 -0.39803824 -0.40758223  0.50908335  0.55653699  0.58656739]"
323,"[ 0.03668254  0.08675693 -0.51694561 -0.01420869 -0.48505267 -0.13137683
  2.44950128  0.87579444 -0.61883176  0.17029487  2.22472975  2.89345322
  2.41153057  1.81030025  2.26777043 -0.69204432 -0.62182147 -0.39005495
 -0.32728396  1.30813528 -1.91480834 -0.39319935  0.32820836]"
324,"[ 0.78309311 -0.67723364  0.23352187 -0.40231657  0.50408179 -0.31832609
 -0.35116858 -0.27927038  0.3657561   0.61524984 -0.02206745 -0.11818091
 -0.13199971 -0.1820163  -0.53870627  0.16414742  0.5019277  -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.58788816]"
325,"[-0.44826204 -0.12727062 -0.47992421 -1.21111536  0.94349351 -0.57155653
  2.62982657  1.01286627 -1.26185443  0.15653345  2.34682781  3.04310614
  3.92019781  0.45155317 -0.33049577 -0.24002522  0.63736694 -0.39005495
  2.39789698 -0.38801933 -0.58275532  0.55653699 -1.24713803]"
326,"[ 0.22337455  0.20355854 -0.16797959  0.66223042 -0.50579636  2.71452308
  0.12611233 -0.11640397  0.10576072 -0.877059   -0.67530331 -0.62599222
 -0.52060236  1.25562667 -0.57541402  3.84793755  2.11493927 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.54567054  0.58637834]"
327,"[-1.46991666 -1.11486052 -0.13331926 -0.97666667  1.04374706  0.28619754
 -0.10561495 -0.24784053 -1.05197798  0.20119099  0.05760104  0.23274585
  0.48575872  1.24901899 -0.56389899  0.90560885  2.01004211 -0.39005495
 -0.39803824 -0.40758223 -1.95883224  0.55653699 -1.70100378]"
328,"[-1.46623454 -0.77017326 -1.17815725 -0.36347469 -1.1197205  -1.18031196
 -0.99242077 -0.97707344 -0.23422743 -0.94896143 -0.76668184 -0.75250649
 -0.59105298 -0.1820163  -0.73261001 -0.7721637  -0.84670772 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.58788816]"
329,"[-1.45181242 -0.81488782  0.92234716 -0.55502862  1.75502202 -0.89362631
 -0.38069238  0.01778019 -0.29589647  2.05876057  0.61938748 -0.14554529
  0.54178605 -0.1820163  -0.28450389 -0.53443921  0.18138573  2.56374136
  2.51232137 -0.40758223  0.51050824  0.55481543 -1.70100378]"
330,"[-1.44942249 -0.72307351  0.06570827  0.12607524 -0.0795656  -0.31866976
 -0.05888747 -0.11932132 -0.0913274   0.36099537  0.13138573  0.20602873
  0.07360623  1.24987385  0.62000226 -0.60435918 -0.36262577 -0.38829043
 -0.39803824  2.45349264 -1.95883224  0.55513115  0.58378621]"
331,"[ 0.13743005 -0.03164231  2.90702182  1.33569759  0.92219691  0.14246057
  0.7336081   5.08362188  0.67956114  0.42219317  1.05306465  1.06393176
  0.41165827 -0.16718692 -0.46806445  0.53452137  0.39686429 -0.30332863
 -0.23467609 -0.27663494  0.48491922  0.48947225  0.40801842]"
332,"[ 0.82571422 -0.70610612  1.15755338  0.07499971  0.91460925 -0.89362631
 -0.41649052  0.08685585  0.52737299  1.55490826  0.31459503 -0.18737347
  0.03666025 -0.18094556 -0.42164999 -0.50674205  0.3017106   2.56374136
 -0.39803824  2.45349264  0.50866062  0.55653699  0.58446296]"
333,"[-1.33927132 -0.74103139 -1.17390614 -0.85941245 -1.08170272 -1.17000272
 -0.9901694  -0.98089683 -1.07546015 -0.9410601  -0.77325564 -0.76160796
 -0.58525986  2.68005427 -0.72156421 -0.77054554 -0.84142002 -0.39005495
 -0.39803824 -0.40758223 -1.95883224 -1.79682575  0.58788816]"
334,"[ 0.57751668  0.09314611  0.7082357   1.30906807 -0.18588769  1.62272366
 -0.15208843  0.13699845  0.29144793 -0.99654651 -0.80041479 -0.79921002
 -0.61849961 -0.1820163  -0.54535337  2.18406995  0.48594958 -0.39005495
 -0.39803824 -0.40758223  0.51050824 -1.79682575  0.52919863]"
335,"[-1.42509123 -0.68754595  1.08212614 -0.04908175  1.06681653 -0.31832609
 -0.37276427  0.1104472  -0.00370036  1.27745199  0.28968503 -0.12879459
  0.15350139 -0.1820163  -0.38438877 -0.0041243   0.25957274 -0.39005495
 -0.39803824  2.45349264  0.51050824 -1.79682575  0.58479088]"
336,"[ 0.82189758 -0.57618466  1.95494898  0.38080694  1.17908749 -0.31832609
 -0.56146978  0.11634626  0.65596522  1.77454596  0.1285269  -0.33907036
 -0.0996724  -0.1820163  -0.52408046  0.1578327   0.49283288 -0.39005495
 -0.39803824  2.45349264  0.51050824  0.55653699  0.5862757 ]"
337,"[ 0.2564242   0.97158785 -0.5869584   0.94306201 -0.79513203  1.60738959
  2.67621252  0.83562364  0.69737082 -1.00723015 -0.80469277 -0.80513291
 -0.62149942 -0.17747127  1.21576428 -0.41394733 -0.68814192 -0.39005495
 -0.39803824 -0.40758223  0.50266551  0.53624938  0.54842451]"
